Postcode,County
PA32,Argyllshire
PA33,Argyllshire
PA34,Argyllshire
PA35,Argyllshire
PA36,Argyllshire
PA37,Argyllshire
PA38,Argyllshire
PA4,Renfrewshire
PA41,Argyllshire
PA42,Argyllshire
PA43,Argyllshire
PA44,Argyllshire
PA45,Argyllshire
PA46,Argyllshire
PA47,Argyllshire
PA48,Argyllshire
PA49,Argyllshire
PA5,Renfrewshire
PA6,Renfrewshire
PA60,Argyllshire
PA61,Argyllshire
PA62,Argyllshire
PA63,Argyllshire
PA64,Argyllshire
PA65,Argyllshire
PA66,Argyllshire
PA67,Argyllshire
PA68,Argyllshire
PA69,Argyllshire
PA7,Renfrewshire
PA70,Argyllshire
PA71,Argyllshire
PA72,Argyllshire
PA73,Argyllshire
PA74,Argyllshire
PA75,Argyllshire
PA76,Argyllshire
PA77,Argyllshire
PA78,Argyllshire
PA8,Renfrewshire
PA9,Renfrewshire
PE1,Northamptonshire
PE10,Lincolnshire
PE11,Lincolnshire
PE12,Lincolnshire
PE13,Cambridgeshire
PE14,Cambridgeshire
PE15,Cambridgeshire
PE16,Cambridgeshire
PE19,Cambridgeshire
PE2,Northamptonshire
PE20,Lincolnshire
PE21,Lincolnshire
PE22,Lincolnshire
PE23,Lincolnshire
PE24,Lincolnshire
PE25,Lincolnshire
PE26,Cambridgeshire
PE27,Cambridgeshire
PE28,Cambridgeshire
PE29,Cambridgeshire
PE3,Northamptonshire
PE30,Norfolk
PE31,Norfolk
PE32,Norfolk
PE33,Norfolk
PE34,Norfolk
PE35,Norfolk
PE36,Norfolk
PE37,Norfolk
PE38,Norfolk
PE4,Northamptonshire
PE5,Northamptonshire
PE6,Northamptonshire
PE7,Northamptonshire
PE8,Northamptonshire
PE9,Lincolnshire
PH1,Perth and Kinross
PH10,Perthshire
PH11,Perthshire
PH12,Perthshire
PH13,Perthshire
PH14,Perth and Kinross
PH15,Perthshire
PH16,Perthshire
PH17,Perthshire
PH18,Perthshire
PH19,Inverness-shire
PH2,Perth and Kinross
PH20,Inverness-shire
PH21,Inverness-shire
PH22,Highland
PH23,Highland
PH24,Highland
PH25,Inverness-shire
PH26,Highland
PH3,Perthshire
PH30,Inverness-shire
PH31,Inverness-shire
PH32,Inverness-shire
PH33,Inverness-shire
PH34,Inverness-shire
PH35,Inverness-shire
PH36,Argyllshire
PH38,Inverness-shire
PH39,Inverness-shire
PH4,Perthshire
PH40,Inverness-shire
PH41,Inverness-shire
PH42,Inverness-shire
PH43,Inverness-shire
PH44,Inverness-shire
PH49,Argyllshire
PH5,Perthshire
PH50,Argyllshire
PH6,Perthshire
PH7,Perthshire
PH8,Perthshire
PH9,Perthshire
PL1,Devon
PL10,Cornwall
PL11,Cornwall
PL12,Cornwall
PL13,Cornwall
PL14,Cornwall
PL15,Cornwall
PL16,Devon
PL17,Cornwall
PL18,Cornwall
PL19,Devon
PL2,Devon
PL20,Devon
PL21,Devon
PL22,Cornwall
PL23,Cornwall
PL24,Cornwall
PL25,Cornwall
PL26,Cornwall
PL27,Cornwall
PL28,Cornwall
PL29,Cornwall
PL3,Devon
PL30,Cornwall
PL31,Cornwall
PL32,Cornwall
PL33,Cornwall
PL34,Cornwall
PL35,Cornwall
PL4,Devon
PL5,Devon
PL6,Devon
PL7,Devon
PL8,Devon
PL9,Devon
PO1,Hampshire
PO10,Hampshire
PO11,Hampshire
PO12,Hampshire
PO13,Hampshire
PO14,Hampshire
PO15,Hampshire
PO16,Hampshire
PO17,Hampshire
PO18,Sussex
PO19,Sussex
PO2,Hampshire
PO20,Sussex
PO21,Sussex
PO22,Sussex
PO3,Hampshire
PO30,Monmouthshire
PO31,Isle of Wight
PO32,Isle of Wight
PO33,Isle of Wight
PO34,Isle of Wight
PO35,Isle of Wight
PO36,Isle of Wight
PO37,Isle of Wight
PO38,Isle of Wight
PO39,Isle of Wight
PO4,Hampshire
PO40,Isle of Wight
PO41,Isle of Wight
PO5,Hampshire
PO6,Hampshire
PO7,Hampshire
PO8,Hampshire
PO9,Hampshire
PR1,Lancashire
PR2,Lancashire
PR25,Lancashire
PR26,Lancashire
PR3,Lancashire
PR4,Lancashire
PR5,Lancashire
PR6,Lancashire
PR7,Lancashire
PR8,Lancashire
PR9,Lancashire
RG1,Berkshire
RG10,Berkshire
RG12,Berkshire
RG14,Berkshire
RG17,Berkshire
RG18,Berkshire
RG19,Berkshire
RG2,Berkshire
RG20,Berkshire
RG21,Hampshire
RG22,Hampshire
RG23,Hampshire
RG24,Hampshire
RG25,Hampshire
RG26,Hampshire
RG27,Hampshire
RG28,Hampshire
RG29,Hampshire
RG30,Berkshire
RG31,Berkshire
RG4,Berkshire
RG40,Berkshire
RG41,Berkshire
RG42,Berkshire
RG45,Berkshire
RG5,Berkshire
RG6,Berkshire
RG7,Berkshire
RG8,Berkshire
RG9,Oxfordshire
RH1,Surrey
RH10,Sussex
RH11,Sussex
RH12,Sussex
RH13,Sussex
RH14,Sussex
RH15,Sussex
RH16,Sussex
RH17,Sussex
RH18,Sussex
RH19,Sussex
RH2,Surrey
RH20,Sussex
RH3,Surrey
RH4,Surrey
RH5,Surrey
RH6,Surrey
RH7,Surrey
RH8,Surrey
RH9,Surrey
RM1,Essex
RM10,Essex
RM11,Essex
RM12,Essex
RM13,Essex
RM14,Essex
RM15,Essex
RM16,Essex
RM17,Essex
RM18,Essex
RM19,Essex
RM2,Essex
RM20,Essex
RM3,Essex
RM4,Essex
RM5,Essex
RM6,Essex
RM7,Essex
RM8,Essex
RM9,Essex
S1,South Yorkshire
S10,South Yorkshire
S11,South Yorkshire
S12,South Yorkshire
S13,South Yorkshire
S14,South Yorkshire
S17,South Yorkshire
S18,Derbyshire
S2,South Yorkshire
S20,South Yorkshire
S21,South Yorkshire
S25,South Yorkshire
S26,South Yorkshire
S3,South Yorkshire
S32,Derbyshire
S33,Derbyshire
S35,South Yorkshire
S36,South Yorkshire
S4,South Yorkshire
S40,Derbyshire
S41,Derbyshire
S42,Derbyshire
S43,Derbyshire
S44,Derbyshire
S45,Derbyshire
S5,South Yorkshire
S6,South Yorkshire
S60,South Yorkshire
S61,South Yorkshire
S62,South Yorkshire
S63,South Yorkshire
S64,South Yorkshire
S65,South Yorkshire
S66,South Yorkshire
S7,South Yorkshire
S70,South Yorkshire
S71,South Yorkshire
S72,South Yorkshire
S73,South Yorkshire
S74,South Yorkshire
S75,South Yorkshire
S8,South Yorkshire
S80,Nottinghamshire
S81,Nottinghamshire
S9,South Yorkshire
SA1,Swansea
SA10,Glamorgan
SA11,Glamorgan
SA12,Glamorgan
SA13,Glamorgan
SA14,Carmarthenshire
SA15,Carmarthenshire
SA16,Carmarthenshire
SA17,Carmarthenshire
SA18,Carmarthenshire
SA19,Carmarthenshire
SA2,Swansea
SA20,Carmarthenshire
SA3,Swansea
SA31,Carmarthenshire
SA32,Carmarthenshire
SA33,Carmarthenshire
SA34,Carmarthenshire
SA35,Pembrokeshire
SA36,Pembrokeshire
SA37,Pembrokeshire
SA38,Carmarthenshire
SA39,Carmarthenshire
SA4,Glamorgan
SA40,Carmarthenshire
SA41,Pembrokeshire
SA42,Pembrokeshire
SA43,Ceredigion
SA44,Ceredigion
SA45,Ceredigion
SA46,Ceredigion
SA47,Ceredigion
SA48,Ceredigion
SA5,Glamorgan
SA6,Swansea
SA61,Pembrokeshire
SA62,Pembrokeshire
SA63,Pembrokeshire
SA64,Pembrokeshire
SA65,Pembrokeshire
SA66,Carmarthenshire
SA67,Pembrokeshire
SA68,Pembrokeshire
SA69,Pembrokeshire
SA7,Glamorgan
SA70,Pembrokeshire
SA71,Pembrokeshire
SA72,Pembrokeshire
SA73,Pembrokeshire
SA8,Glamorgan
SA9,Glamorgan
SE1,London
SE10,London
SE11,London
SE12,London
SE13,London
SE14,London
SE15,London
SE16,London
SE17,London
SE18,London
SE19,London
SE2,London
SE20,London
SE21,London
SE22,London
SE23,London
SE24,London
SE25,London
SE26,London
SE27,London
SE28,London
SE3,London
SE4,London
SE5,London
SE6,London
SE7,London
SE8,London
SE9,London
SG1,Hertfordshire
SG10,Hertfordshire
SG11,Hertfordshire
SG12,Hertfordshire
SG13,Hertfordshire
SG14,Hertfordshire
SG15,Bedfordshire
SG16,Bedfordshire
SG17,Bedfordshire
SG18,Bedfordshire
SG19,Bedfordshire
SG2,Hertfordshire
SG3,Hertfordshire
SG4,Hertfordshire
SG5,Hertfordshire
SG6,Hertfordshire
SG7,Hertfordshire
SG8,Hertfordshire
SG9,Hertfordshire
SK1,Cheshire
SK10,Cheshire
SK11,Cheshire
SK12,Cheshire
SK13,Derbyshire
SK14,Cheshire
SK15,Cheshire
SK16,Cheshire
SK17,Derbyshire
SK2,Cheshire
SK22,Derbyshire
SK23,Derbyshire
SK3,Cheshire
SK4,Cheshire
SK5,Cheshire
SK6,Cheshire
SK7,Cheshire
SK8,Cheshire
SK9,Cheshire
SL0,Buckinghamshire
SL1,Buckinghamshire
SL2,Buckinghamshire
SL3,Buckinghamshire
SL4,Berkshire
SL5,Berkshire
SL6,Berkshire
SL7,Buckinghamshire
SL8,Buckinghamshire
SL9,Buckinghamshire
SM1,Surrey
SM2,Surrey
SM3,Surrey
SM4,Surrey
SM5,Surrey
SM6,Surrey
SM7,Surrey
SN1,Wiltshire
SN10,Wiltshire
SN11,Wiltshire
SN12,Wiltshire
SN13,Wiltshire
SN14,Wiltshire
SN15,Wiltshire
SN16,Wiltshire
SN2,Wiltshire
SN25,Wiltshire
SN26,Wiltshire
SN3,Wiltshire
SN4,Wiltshire
SN5,Wiltshire
SN6,Wiltshire
SN7,Berkshire
SN8,Wiltshire
SN9,Wiltshire
SO14,Hampshire
SO15,Hampshire
SO16,Hampshire
SO17,Hampshire
SO18,Hampshire
SO19,Hampshire
SO20,Hampshire
SO21,Hampshire
SO22,Hampshire
SO23,Hampshire
SO24,Hampshire
SO30,Hampshire
SO31,Hampshire
SO32,Hampshire
SO40,Hampshire
SO41,Hampshire
SO42,Hampshire
SO43,Hampshire
SO45,Hampshire
SO50,Hampshire
SO51,Hampshire
SO52,Hampshire
SO53,Hampshire
SP1,Wiltshire
SP10,Hampshire
SP11,Hampshire
SP2,Wiltshire
SP3,Wiltshire
SP4,Wiltshire
SP5,Wiltshire
SP6,Hampshire
SP7,Dorset
SP8,Dorset
SP9,Hampshire
SR1,County Durham
SR2,County Durham
SR3,County Durham
SR4,County Durham
SR5,County Durham
SR6,County Durham
SR7,County Durham
SR8,County Durham
SR9,County Durham
SS0,Essex
SS1,Essex
SS11,Essex
SS12,Essex
SS13,Essex
SS14,Essex
SS15,Essex
SS16,Essex
SS17,Essex
SS2,Essex
SS3,Essex
SS4,Essex
SS5,Essex
SS6,Essex
SS7,Essex
SS8,Essex
SS9,Essex
ST1,Staffordshire
ST10,Staffordshire
ST11,Staffordshire
ST12,Staffordshire
ST13,Staffordshire
ST14,Staffordshire
ST15,Staffordshire
ST16,Staffordshire
ST17,Staffordshire
ST18,Staffordshire
ST19,Staffordshire
ST2,Staffordshire
ST20,Staffordshire
ST21,Staffordshire
ST3,Staffordshire
ST4,Staffordshire
ST5,Staffordshire
ST6,Staffordshire
ST7,Staffordshire
ST8,Staffordshire
ST9,Staffordshire
SW1,London
SW10,London
SW11,London
SW12,London
SW13,London
SW14,London
SW15,London
SW16,London
SW17,London
SW18,London
SW19,London
SW1A,London
SW1E,London
SW1H,London
SW1P,London
SW1V,London
SW1W,London
SW1X,London
SW1Y,London
SW2,London
SW20,London
SW3,London
SW4,London
SW5,London
SW6,London
SW7,London
SW8,London
SW9,London
SY1,Shropshire
SY10,Shropshire
SY11,Shropshire
SY12,Shropshire
SY13,Shropshire
SY14,Cheshire
SY15,Powys
SY16,Montgomeryshire
SY17,Montgomeryshire
SY18,Montgomeryshire
SY19,Montgomeryshire
SY2,Shropshire
SY20,Montgomeryshire
SY21,Montgomeryshire
SY22,Montgomeryshire
SY23,Ceredigion
SY24,Ceredigion
SY25,Ceredigion
SY3,Shropshire
SY4,Shropshire
SY5,Shropshire
SY6,Shropshire
SY7,Shropshire
SY8,Shropshire
SY9,Shropshire
TA1,Somerset
TA10,Somerset
TA11,Somerset
TA12,Somerset
TA13,Somerset
TA14,Somerset
TA15,Somerset
TA16,Somerset
TA17,Somerset
TA18,Somerset
TA19,Somerset
TA2,Somerset
TA20,Somerset
TA21,Somerset
TA22,Somerset
TA23,Somerset
TA24,Somerset
TA3,Somerset
TA4,Somerset
TA5,Somerset
TA6,Somerset
TA7,Somerset
TA8,Somerset
TA9,Somerset
TD1,Selkirkshire
TD10,Berwickshire
TD11,Berwickshire
TD12,Northumberland
TD13,Berwickshire
TD14,Berwickshire
TD15,Northumberland
TD2,Berwickshire
TD3,Berwickshire
TD4,Berwickshire
TD5,Roxburghshire
TD6,Roxburghshire
TD7,Scottish Borders
TD8,Roxburghshire
TD9,Roxburghshire
TF1,Shropshire
TF10,Shropshire
TF11,Shropshire
TF12,Shropshire
TF13,Shropshire
TF2,Shropshire
TF3,Shropshire
TF4,Shropshire
TF5,Shropshire
TF6,Shropshire
TF7,Shropshire
TF8,Shropshire
TF9,Shropshire
TN1,Kent
TN10,Kent
TN11,Kent
TN12,Kent
TN13,Kent
TN14,Kent
TN15,Kent
TN16,Kent
TN17,Kent
TN18,Kent
TN19,Sussex
TN2,Kent
TN20,Sussex
TN21,Sussex
TN22,Sussex
TN23,Kent
TN24,Kent
TN25,Kent
TN26,Kent
TN27,Kent
TN28,Kent
TN29,Kent
TN3,Kent
TN30,Kent
TN31,Sussex
TN32,Sussex
TN33,Sussex
TN34,Sussex
TN35,Sussex
TN36,Sussex
TN37,East Sussex
TN38,East Sussex
TN39,Sussex
TN4,Kent
TN40,Sussex
TN5,Sussex
TN6,Sussex
TN7,Sussex
TN8,Kent
TN9,Kent
TQ1,Devon
TQ10,Devon
TQ11,Devon
TQ12,Devon
TQ13,Devon
TQ14,Devon
TQ2,Devon
TQ3,Devon
TQ4,Devon
TQ5,Devon
TQ6,Devon
TQ7,Devon
TQ8,Devon
TQ9,Devon
TR1,Cornwall
TR10,Cornwall
TR11,Cornwall
TR12,Cornwall
TR13,Cornwall
TR14,Cornwall
TR15,Cornwall
TR16,Cornwall
TR17,Cornwall
TR18,Cornwall
TR19,Cornwall
TR2,Cornwall
TR20,Cornwall
TR21,Isles of Scilly
TR22,Isles of Scilly
TR23,Isles of Scilly
TR24,Isles of Scilly
TR25,Isles of Scilly
TR26,Cornwall
TR27,Cornwall
TR3,Cornwall
TR4,Cornwall
TR5,Cornwall
TR6,Cornwall
TR7,Cornwall
TR8,Cornwall
TR9,Cornwall
TS1,North Yorkshire
TS10,North Yorkshire
TS11,North Yorkshire
TS12,North Yorkshire
TS13,North Yorkshire
TS14,North Yorkshire
TS15,North Yorkshire
TS16,County Durham
TS17,County Durham
TS18,County Durham
TS19,County Durham
TS2,North Yorkshire
TS20,County Durham
TS21,County Durham
TS22,County Durham
TS23,County Durham
TS24,County Durham
TS25,County Durham
TS26,County Durham
TS27,County Durham
TS28,County Durham
TS29,County Durham
TS3,North Yorkshire
TS4,North Yorkshire
TS5,North Yorkshire
TS6,North Yorkshire
TS7,North Yorkshire
TS8,North Yorkshire
TS9,North Yorkshire
TW1,Middlesex
TW10,Surrey
TW11,Middlesex
TW12,Middlesex
TW13,Middlesex
TW14,Middlesex
TW15,Middlesex
TW16,Middlesex
TW17,Middlesex
TW18,Middlesex
TW19,Middlesex
TW2,Middlesex
TW20,Surrey
TW3,Middlesex
TW4,Middlesex
TW5,Middlesex
TW6,Middlesex
TW7,Middlesex
TW8,Middlesex
TW9,Surrey
UB1,Middlesex
UB10,Middlesex
UB11,Middlesex
UB2,Middlesex
UB3,Middlesex
UB4,Middlesex
UB5,Middlesex
UB6,Middlesex
UB7,Middlesex
UB8,Middlesex
UB9,Middlesex
W1,London
W10,London
W11,London
W12,London
W13,London
W14,London
W1B,London
W1C,London
W1D,London
W1F,London
W1G,London
W1H,London
W1J,London
W1K,London
W1M,London
W1S,London
W1T,London
W1U,London
W1W,London
W2,London
W3,London
W4,London
W5,London
W6,London
W7,London
W8,London
W9,London
WA1,Lancashire
WA10,Merseyside
WA11,Merseyside
WA12,Lancashire
WA13,Cheshire
WA14,Cheshire
WA15,Cheshire
WA16,Cheshire
WA2,Lancashire
WA3,Lancashire
WA4,Lancashire
WA5,Lancashire
WA6,Cheshire
WA7,Cheshire
WA8,Lancashire
WA9,Merseyside
WC1,London
WC1A,London
WC1B,London
WC1E,London
WC1H,London
WC1N,London
WC1R,London
WC1V,London
WC1X,London
WC2,London
WC2A,London
WC2B,London
WC2E,London
WC2H,London
WC2N,London
WC2R,London
WD1,Hertfordshire
WD17,Hertfordshire
WD18,Hertfordshire
WD19,Hertfordshire
WD2,Hertfordshire
WD23,Hertfordshire
WD24,Hertfordshire
WD25,Hertfordshire
WD3,Hertfordshire
WD4,Hertfordshire
WD5,Hertfordshire
WD6,Hertfordshire
WD7,Hertfordshire
WF1,West Yorkshire
WF10,West Yorkshire
WF11,West Yorkshire
WF12,West Yorkshire
WF13,West Yorkshire
WF14,West Yorkshire
WF15,West Yorkshire
WF16,West Yorkshire
WF17,West Yorkshire
WF2,West Yorkshire
WF3,West Yorkshire
WF4,West Yorkshire
WF5,West Yorkshire
WF6,West Yorkshire
WF7,West Yorkshire
WF8,West Yorkshire
WF9,West Yorkshire
WN1,Lancashire
WN2,Lancashire
WN3,Lancashire
WN4,Lancashire
WN5,Lancashire
WN6,Lancashire
WN7,Lancashire
WN8,Lancashire
WR1,Worcestershire
WR10,Worcestershire
WR11,Worcestershire
WR12,Worcestershire
WR13,Worcestershire
WR14,Worcestershire
WR15,Worcestershire
WR2,Worcestershire
WR3,Worcestershire
WR4,Worcestershire
WR5,Worcestershire
WR6,Worcestershire
WR7,Worcestershire
WR8,Worcestershire
WR9,Worcestershire
WS1,Staffordshire
WS10,Staffordshire
WS11,Staffordshire
WS12,Staffordshire
WS13,Staffordshire
WS14,Staffordshire
WS15,Staffordshire
WS2,Staffordshire
WS3,Staffordshire
WS4,Staffordshire
WS5,Staffordshire
WS6,Staffordshire
WS7,Staffordshire
WS8,Staffordshire
WS9,Staffordshire
WV1,Staffordshire
WV10,Staffordshire
WV11,Staffordshire
WV12,Staffordshire
WV13,Staffordshire
WV14,Staffordshire
WV15,Shropshire
WV16,Shropshire
WV2,Staffordshire
WV3,Staffordshire
WV4,Staffordshire
WV5,Staffordshire
WV6,Staffordshire
WV7,Staffordshire
WV8,Staffordshire
WV9,Staffordshire
YO1,North Yorkshire
YO10,North Yorkshire
YO11,North Yorkshire
YO12,North Yorkshire
YO13,North Yorkshire
YO14,North Yorkshire
YO15,East Yorkshire
YO16,East Yorkshire
YO17,North Yorkshire
YO18,North Yorkshire
YO19,North Yorkshire
YO21,North Yorkshire
YO22,North Yorkshire
YO23,North Yorkshire
YO24,North Yorkshire
YO25,East Yorkshire
YO26,North Yorkshire
YO30,North Yorkshire
YO31,North Yorkshire
YO32,North Yorkshire
YO41,North Yorkshire
YO42,North Yorkshire
YO43,North Yorkshire
YO51,North Yorkshire
YO60,North Yorkshire
YO61,North Yorkshire
YO62,North Yorkshire
YO7,North Yorkshire
YO8,North Yorkshire
ZE1,Shetland
ZE2,Shetland
ZE3,Shetland
